Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 0-3 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 0-3 Months,279
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 6-9 Months,133
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 6-9 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15,15-18 Months,51
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,16-64,18 Months +,7
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15, 0-3 Months,367
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15, 3-6 Months,290
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15, 6-9 Months,172
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15, 9-12 Months,61
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15,12-15 Months,30
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15,18 Months +,73
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,16-64, 0-3 Months,6
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,16-64, 3-6 Months,7
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,16-64, 6-9 Months,2
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,16-64, 9-12 Months,1
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,16-64,12-15 Months,3
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,16-64,15-18 Months,34
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Child,0-15, 3-6 Months,1
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Child,0-15,12-15 Months,2
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 3-6 Months,25
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 3-6 Months,42
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64,12-15 Months,2
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,326
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64, 0-3 Months,11
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64,15-18 Months,24
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,0-15,18 Months +,174
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64, 0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64, 6-9 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64,15-18 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64,18 Months +,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15, 0-3 Months,404
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15, 3-6 Months,273
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15, 6-9 Months,210
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15,12-15 Months,106
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15,15-18 Months,86
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 6-9 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,12-15 Months,7
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 9-12 Months,13
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 9-12 Months,146
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 9-12 Months,26
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+,18 Months +,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15,18 Months +,45
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64, 3-6 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64,12-15 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64,18 Months +,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 0-3 Months,933
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64, 0-3 Months,9
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64, 3-6 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64, 6-9 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64,12-15 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 0-3 Months,23
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,8
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 6-9 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 3-6 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64,12-15 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 3-6 Months,326
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 6-9 Months,296
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15,12-15 Months,202
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15,15-18 Months,237
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64,15-18 Months,10
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 9-12 Months,150
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64, 9-12 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15, 0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,16-64, 3-6 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,16-64, 6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15,18 Months +,170
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,16-64, 0-3 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,16-64,15-18 Months,1
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,65+, 0-3 Months,67
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,65+, 6-9 Months,54
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,65+,15-18 Months,33
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,65+,18 Months +,85
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,204
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 6-9 Months,43
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,12-15 Months,22
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,15-18 Months,51
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15,15-18 Months,17
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64, 9-12 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64, 0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64,18 Months +,23
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 3-6 Months,203
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15,12-15 Months,97
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15,18 Months +,722
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64, 0-3 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64, 6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64,15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,0-15,12-15 Months,38
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Child,16-64, 9-12 Months,2
30/01/2020,Children's Health Ireland,0938,CHI at Connolly,1900,Paediatrics,Child,0-15,15-18 Months,23
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,124
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64,12-15 Months,88
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,16-64,15-18 Months,62
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0100,Cardiology,Adult,65+, 9-12 Months,52
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+, 0-3 Months,110
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+, 6-9 Months,44
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+,15-18 Months,9
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0300,Dermatology,Adult,65+,18 Months +,65
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,4
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 0-3 Months,30
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,16-64, 6-9 Months,21
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1100,Haematology,Adult,65+, 3-6 Months,15
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 0-3 Months,33
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64, 6-9 Months,30
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,16-64,18 Months +,60
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,65+, 3-6 Months,8
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1300,Neurology,Adult,65+,12-15 Months,1
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,251
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,16-64,15-18 Months,97
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,70
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,33
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,16-64, 6-9 Months,28
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,16-64,12-15 Months,24
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,16-64,15-18 Months,20
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,8
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,1
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,16-64,18 Months +,22
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,65+, 0-3 Months,203
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,65+, 6-9 Months,62
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Adult,65+,15-18 Months,15
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,7800,Urology,Adult,16-64, 0-3 Months,54
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,7800,Urology,Adult,16-64, 3-6 Months,22
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,7800,Urology,Adult,16-64, 6-9 Months,10
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,8000,Anaesthetics,Adult,16-64,18 Months +,46
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,8000,Anaesthetics,Adult,65+, 0-3 Months,7
30/01/2020,Dublin Midlands Hospital Group,0102,Naas General Hospital,8000,Anaesthetics,Adult,65+, 3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64, 3-6 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64,12-15 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,15-18 Months,9
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,15-18 Months,77
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,18 Months +,445
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,18 Months +,143
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 0-3 Months,17
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,138
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,18 Months +,193
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 0-3 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 6-9 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 3-6 Months,432
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 6-9 Months,278
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 9-12 Months,173
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15,12-15 Months,92
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 0-3 Months,368
